rent_id,agreement_date,rent_start_date,rent_end_date,terms
559,2/13/2024,2/15/2024,8/3/2026,Lease agreement for Villa in CA for 30 months. Condition: Good.
560,6/5/2024,6/25/2024,6/20/2025,Lease agreement for Villa in IL for 12 months. Condition: Good.
561,10/9/2023,10/28/2023,5/20/2025,Lease agreement for Villa in IL for 19 months. Condition: Good.
562,5/18/2024,5/22/2024,1/7/2027,Lease agreement for House in IL for 32 months. Condition: Good.
563,7/7/2022,7/20/2022,12/12/2023,Lease agreement for Studio in FL for 17 months. Condition: Good.
564,8/21/2024,8/22/2024,6/13/2026,Lease agreement for Studio in IL for 22 months. Condition: Good.
565,11/27/2024,12/15/2024,12/10/2025,Lease agreement for Office in TX for 12 months. Condition: Good.
566,7/19/2024,8/10/2024,7/1/2026,Lease agreement for Apartment in FL for 23 months. Condition: Good.
567,3/7/2023,3/26/2023,5/19/2024,Lease agreement for House in CA for 14 months. Condition: Good.
568,10/27/2024,11/11/2024,3/1/2027,Lease agreement for Studio in NY for 28 months. Condition: Fair.
569,7/31/2024,8/3/2024,9/22/2026,Lease agreement for Villa in CA for 26 months. Condition: Poor.
570,1/8/2024,1/16/2024,8/3/2026,Lease agreement for Office in IL for 31 months. Condition: Good.
571,10/23/2024,11/2/2024,8/19/2027,Lease agreement for Studio in TX for 34 months. Condition: Good.
572,4/23/2021,5/2/2021,11/18/2023,Lease agreement for Apartment in TX for 31 months. Condition: Good.
573,5/14/2024,5/25/2024,11/21/2024,Lease agreement for Office in IL for 6 months. Condition: Good.
574,12/31/2021,1/6/2022,8/4/2022,Lease agreement for Villa in FL for 7 months. Condition: Poor.
575,7/27/2023,8/7/2023,2/3/2024,Lease agreement for Studio in TX for 6 months. Condition: Good.
576,5/27/2022,6/11/2022,8/5/2023,Lease agreement for Office in NY for 14 months. Condition: Good.
577,2/28/2023,3/20/2023,1/14/2024,Lease agreement for Office in NY for 10 months. Condition: Good.
578,10/16/2023,11/15/2023,7/12/2024,Lease agreement for Villa in IL for 8 months. Condition: Fair.
579,7/8/2023,8/5/2023,4/1/2024,Lease agreement for Studio in FL for 8 months. Condition: Good.
580,5/25/2022,5/28/2022,9/20/2023,Lease agreement for Apartment in TX for 16 months. Condition: Good.
581,11/22/2024,11/28/2024,6/26/2025,Lease agreement for Apartment in TX for 7 months. Condition: Good.
582,11/25/2023,12/1/2023,2/23/2025,Lease agreement for House in TX for 15 months. Condition: Good.
583,3/6/2024,3/20/2024,2/3/2027,Lease agreement for Villa in CA for 35 months. Condition: Good.
584,10/8/2021,10/28/2021,10/23/2022,Lease agreement for Villa in TX for 12 months. Condition: Fair.
585,6/11/2021,7/4/2021,9/27/2022,Lease agreement for House in IL for 15 months. Condition: Good.
586,8/2/2023,8/24/2023,1/15/2025,Lease agreement for House in IL for 17 months. Condition: Fair.
587,12/17/2024,12/20/2024,1/9/2027,Lease agreement for Office in NY for 25 months. Condition: Good.
588,6/28/2024,7/19/2024,12/6/2026,Lease agreement for House in FL for 29 months. Condition: Poor.
589,10/14/2024,10/20/2024,10/10/2026,Lease agreement for House in IL for 24 months. Condition: Good.
590,10/10/2024,10/21/2024,4/9/2027,Lease agreement for Apartment in NY for 30 months. Condition: Fair.
591,11/14/2024,11/21/2024,7/19/2025,Lease agreement for Apartment in FL for 8 months. Condition: Fair.
592,9/2/2024,9/28/2024,3/27/2025,Lease agreement for Villa in FL for 6 months. Condition: Fair.
593,4/14/2024,4/20/2024,11/16/2024,Lease agreement for Office in FL for 7 months. Condition: Good.
594,9/8/2024,9/28/2024,2/15/2027,Lease agreement for Apartment in CA for 29 months. Condition: Good.
595,3/12/2024,4/10/2024,9/27/2026,Lease agreement for Villa in CA for 30 months. Condition: Fair.
596,12/5/2023,12/16/2023,7/3/2026,Lease agreement for Office in FL for 31 months. Condition: Good.
597,3/14/2022,3/28/2022,10/19/2023,Lease agreement for Office in FL for 19 months. Condition: Good.
598,8/22/2021,9/12/2021,5/5/2023,Lease agreement for Villa in TX for 20 months. Condition: Fair.
599,7/26/2023,8/23/2023,5/19/2024,Lease agreement for House in IL for 9 months. Condition: Good.
600,8/24/2024,9/19/2024,6/6/2027,Lease agreement for Apartment in FL for 33 months. Condition: Good.
601,11/16/2023,11/24/2023,7/16/2025,Lease agreement for House in TX for 20 months. Condition: Good.
602,5/12/2022,5/27/2022,11/12/2024,Lease agreement for Studio in FL for 30 months. Condition: Good.
603,3/20/2024,3/26/2024,5/15/2026,Lease agreement for Villa in NY for 26 months. Condition: Good.
604,6/12/2024,6/23/2024,4/14/2026,Lease agreement for Apartment in CA for 22 months. Condition: Fair.
605,1/27/2024,2/3/2024,11/24/2025,Lease agreement for Office in CA for 22 months. Condition: Good.
606,8/29/2024,9/26/2024,3/25/2025,Lease agreement for Apartment in FL for 6 months. Condition: Good.
607,10/27/2023,11/24/2023,2/16/2025,Lease agreement for Studio in FL for 15 months. Condition: Fair.
608,1/9/2024,1/25/2024,9/11/2026,Lease agreement for House in IL for 32 months. Condition: Fair.
609,10/21/2024,11/7/2024,3/2/2026,Lease agreement for House in NY for 16 months. Condition: Good.
610,4/20/2024,5/1/2024,11/17/2026,Lease agreement for Villa in FL for 31 months. Condition: Fair.
611,5/11/2023,5/14/2023,7/7/2024,Lease agreement for Apartment in NY for 14 months. Condition: Fair.
612,12/28/2024,12/30/2024,12/15/2027,Lease agreement for Apartment in NY for 36 months. Condition: Good.
613,11/29/2023,12/24/2023,10/19/2024,Lease agreement for Apartment in CA for 10 months. Condition: Good.
614,4/26/2024,5/14/2024,4/4/2026,Lease agreement for Studio in NY for 23 months. Condition: Fair.
615,10/7/2024,10/15/2024,3/4/2027,Lease agreement for Office in CA for 29 months. Condition: Poor.
616,1/31/2024,2/15/2024,12/31/2026,Lease agreement for Office in CA for 35 months. Condition: Good.
617,8/13/2023,8/31/2023,6/16/2026,Lease agreement for Apartment in CA for 34 months. Condition: Good.
618,7/29/2023,8/6/2023,5/22/2026,Lease agreement for Villa in IL for 34 months. Condition: Good.
619,2/23/2021,3/21/2021,9/17/2021,Lease agreement for Villa in IL for 6 months. Condition: Good.
620,1/7/2023,1/28/2023,8/20/2024,Lease agreement for Office in NY for 19 months. Condition: Fair.
621,2/8/2024,2/15/2024,1/10/2025,Lease agreement for Villa in NY for 11 months. Condition: Fair.
622,8/17/2023,8/29/2023,12/21/2024,Lease agreement for House in CA for 16 months. Condition: Good.
623,12/17/2024,1/7/2025,5/2/2026,Lease agreement for Villa in TX for 16 months. Condition: Good.
624,5/2/2024,5/22/2024,9/9/2026,Lease agreement for House in CA for 28 months. Condition: Poor.
625,5/2/2023,5/12/2023,7/5/2024,Lease agreement for Apartment in NY for 14 months. Condition: Good.
626,8/20/2024,9/6/2024,8/2/2025,Lease agreement for Studio in FL for 11 months. Condition: Good.
627,11/10/2021,12/6/2021,6/29/2023,Lease agreement for Apartment in FL for 19 months. Condition: Good.
628,8/24/2022,9/18/2022,4/5/2025,Lease agreement for House in TX for 31 months. Condition: Good.
629,10/21/2024,11/7/2024,8/29/2026,Lease agreement for Villa in CA for 22 months. Condition: Good.
630,7/29/2024,8/9/2024,7/25/2027,Lease agreement for Apartment in IL for 36 months. Condition: Fair.
631,1/1/2024,1/27/2024,5/16/2026,Lease agreement for Apartment in IL for 28 months. Condition: Good.
632,12/1/2024,12/9/2024,7/27/2027,Lease agreement for Studio in FL for 32 months. Condition: Good.
633,4/9/2022,4/27/2022,5/16/2024,Lease agreement for Apartment in FL for 25 months. Condition: Fair.
634,9/29/2023,10/22/2023,8/17/2024,Lease agreement for House in NY for 10 months. Condition: Poor.
635,6/7/2023,6/14/2023,2/9/2024,Lease agreement for Office in NY for 8 months. Condition: Good.
636,4/26/2024,5/8/2024,6/2/2025,Lease agreement for Apartment in TX for 13 months. Condition: Good.
637,7/19/2024,7/21/2024,2/16/2025,Lease agreement for Studio in IL for 7 months. Condition: Fair.
638,1/22/2024,2/9/2024,6/3/2025,Lease agreement for House in IL for 16 months. Condition: Good.
639,9/11/2023,9/19/2023,8/4/2026,Lease agreement for Studio in NY for 35 months. Condition: Good.
640,9/2/2024,9/17/2024,6/4/2027,Lease agreement for Villa in TX for 33 months. Condition: Good.
641,2/5/2024,2/12/2024,4/7/2025,Lease agreement for Villa in FL for 14 months. Condition: Good.
642,7/26/2024,7/27/2024,1/18/2026,Lease agreement for Office in CA for 18 months. Condition: Good.
643,9/24/2022,10/5/2022,11/29/2023,Lease agreement for Office in CA for 14 months. Condition: Fair.
644,9/4/2022,9/20/2022,9/9/2024,Lease agreement for Villa in CA for 24 months. Condition: Good.
645,12/24/2020,1/2/2021,1/22/2023,Lease agreement for House in NY for 25 months. Condition: Poor.
646,9/19/2024,10/18/2024,1/6/2027,Lease agreement for House in TX for 27 months. Condition: Good.
647,4/23/2020,5/19/2020,6/13/2021,Lease agreement for Office in TX for 13 months. Condition: Poor.
648,3/19/2024,3/25/2024,6/13/2026,Lease agreement for Apartment in IL for 27 months. Condition: Good.
649,5/5/2024,5/8/2024,1/3/2025,Lease agreement for Apartment in IL for 8 months. Condition: Good.
650,10/3/2022,10/29/2022,12/17/2024,Lease agreement for House in NY for 26 months. Condition: Good.
651,12/28/2024,1/22/2025,9/19/2025,Lease agreement for House in NY for 8 months. Condition: Poor.
652,12/5/2024,12/31/2024,12/16/2027,Lease agreement for Apartment in FL for 36 months. Condition: Good.
653,9/1/2024,9/16/2024,11/10/2025,Lease agreement for House in IL for 14 months. Condition: Poor.
654,9/30/2024,10/28/2024,1/16/2027,Lease agreement for House in TX for 27 months. Condition: Good.
655,10/30/2024,11/20/2024,9/6/2027,Lease agreement for Apartment in FL for 34 months. Condition: Fair.
656,12/27/2022,1/2/2023,9/29/2023,Lease agreement for Studio in NY for 9 months. Condition: Good.
657,4/7/2022,4/14/2022,10/30/2024,Lease agreement for Villa in TX for 31 months. Condition: Good.
658,11/2/2022,11/12/2022,6/29/2025,Lease agreement for House in IL for 32 months. Condition: Poor.
659,6/12/2022,7/5/2022,4/1/2023,Lease agreement for Villa in FL for 9 months. Condition: Good.
660,10/21/2024,11/13/2024,10/4/2026,Lease agreement for House in CA for 23 months. Condition: Poor.
661,11/20/2024,12/7/2024,8/29/2026,Lease agreement for House in IL for 21 months. Condition: Good.
662,12/7/2023,12/17/2023,12/1/2026,Lease agreement for Villa in FL for 36 months. Condition: Good.
663,12/22/2023,1/10/2024,10/26/2026,Lease agreement for Office in NY for 34 months. Condition: Fair.
664,11/20/2024,12/10/2024,7/8/2025,Lease agreement for House in TX for 7 months. Condition: Good.
665,1/20/2022,2/7/2022,8/6/2022,Lease agreement for Office in FL for 6 months. Condition: Good.
666,3/31/2023,4/9/2023,3/29/2025,Lease agreement for Apartment in FL for 24 months. Condition: Fair.
667,8/13/2024,8/28/2024,8/13/2027,Lease agreement for Villa in FL for 36 months. Condition: Good.
668,2/12/2022,3/14/2022,4/8/2023,Lease agreement for Office in NY for 13 months. Condition: Fair.
669,7/16/2024,7/26/2024,11/18/2025,Lease agreement for Apartment in CA for 16 months. Condition: Fair.
670,8/26/2022,9/24/2022,3/12/2025,Lease agreement for Villa in NY for 30 months. Condition: Fair.
671,8/15/2024,9/7/2024,2/24/2027,Lease agreement for Studio in NY for 30 months. Condition: Fair.
672,6/11/2024,7/2/2024,7/27/2025,Lease agreement for Office in CA for 13 months. Condition: Fair.
673,10/6/2023,10/17/2023,7/8/2025,Lease agreement for Office in FL for 21 months. Condition: Poor.
674,1/4/2022,1/19/2022,1/9/2024,Lease agreement for House in CA for 24 months. Condition: Fair.
675,11/28/2024,12/23/2024,7/11/2027,Lease agreement for Apartment in CA for 31 months. Condition: Fair.
676,12/26/2023,1/15/2024,8/12/2024,Lease agreement for Studio in CA for 7 months. Condition: Good.
677,2/15/2023,3/7/2023,5/25/2025,Lease agreement for Villa in IL for 27 months. Condition: Fair.
678,8/5/2021,8/6/2021,8/31/2022,Lease agreement for Office in NY for 13 months. Condition: Good.
679,6/28/2024,7/14/2024,9/7/2025,Lease agreement for House in NY for 14 months. Condition: Good.
680,11/27/2023,12/25/2023,2/17/2025,Lease agreement for Office in TX for 14 months. Condition: Good.
681,6/25/2022,7/19/2022,6/14/2023,Lease agreement for Office in TX for 11 months. Condition: Good.
682,11/12/2023,11/15/2023,5/8/2025,Lease agreement for Villa in IL for 18 months. Condition: Good.
683,11/22/2024,12/4/2024,11/19/2027,Lease agreement for Apartment in FL for 36 months. Condition: Good.
684,11/28/2024,11/29/2024,12/24/2025,Lease agreement for Villa in CA for 13 months. Condition: Good.
685,12/27/2022,1/22/2023,9/8/2025,Lease agreement for Studio in CA for 32 months. Condition: Fair.
686,11/2/2024,11/4/2024,9/25/2026,Lease agreement for Studio in TX for 23 months. Condition: Good.
687,2/29/2024,3/9/2024,1/23/2027,Lease agreement for House in NY for 35 months. Condition: Fair.
688,12/21/2024,1/18/2025,11/14/2025,Lease agreement for House in TX for 10 months. Condition: Poor.
689,11/17/2023,12/12/2023,2/4/2025,Lease agreement for Villa in TX for 14 months. Condition: Fair.
690,12/16/2023,12/22/2023,9/7/2026,Lease agreement for Office in IL for 33 months. Condition: Good.
691,3/9/2023,3/25/2023,6/17/2024,Lease agreement for Office in FL for 15 months. Condition: Good.
692,5/31/2024,6/28/2024,4/19/2026,Lease agreement for Office in FL for 22 months. Condition: Good.
693,9/21/2024,10/3/2024,3/22/2027,Lease agreement for House in CA for 30 months. Condition: Good.
694,10/28/2024,11/18/2024,9/4/2027,Lease agreement for Studio in TX for 34 months. Condition: Fair.
695,12/26/2024,1/18/2025,11/4/2027,Lease agreement for Villa in FL for 34 months. Condition: Fair.
696,4/29/2022,5/28/2022,9/20/2023,Lease agreement for Apartment in FL for 16 months. Condition: Fair.
697,8/19/2024,8/23/2024,5/15/2026,Lease agreement for Office in FL for 21 months. Condition: Good.
698,7/8/2022,8/1/2022,3/29/2023,Lease agreement for Villa in TX for 8 months. Condition: Good.
699,10/20/2024,11/5/2024,8/2/2025,Lease agreement for Villa in NY for 9 months. Condition: Good.
700,10/20/2024,11/5/2024,9/26/2026,Lease agreement for Studio in IL for 23 months. Condition: Good.
701,5/6/2022,6/2/2022,9/19/2024,Lease agreement for Villa in FL for 28 months. Condition: Good.
702,10/26/2024,10/31/2024,7/23/2026,Lease agreement for Apartment in TX for 21 months. Condition: Good.
703,4/19/2023,5/9/2023,12/5/2023,Lease agreement for Office in IL for 7 months. Condition: Poor.
704,7/26/2024,8/3/2024,3/31/2025,Lease agreement for Office in CA for 8 months. Condition: Fair.
705,4/12/2023,4/21/2023,4/5/2026,Lease agreement for Apartment in IL for 36 months. Condition: Good.
706,8/27/2024,9/5/2024,3/24/2027,Lease agreement for Studio in CA for 31 months. Condition: Good.
707,5/16/2023,6/12/2023,7/31/2025,Lease agreement for Apartment in IL for 26 months. Condition: Good.
708,11/11/2024,12/8/2024,6/1/2026,Lease agreement for Studio in CA for 18 months. Condition: Fair.
709,6/17/2022,7/17/2022,3/14/2023,Lease agreement for Apartment in TX for 8 months. Condition: Good.
710,10/30/2024,11/22/2024,3/17/2026,Lease agreement for House in FL for 16 months. Condition: Poor.
711,5/14/2024,6/11/2024,11/28/2026,Lease agreement for Apartment in FL for 30 months. Condition: Good.
712,8/2/2023,8/21/2023,9/9/2025,Lease agreement for Studio in IL for 25 months. Condition: Good.
713,2/7/2023,2/26/2023,1/22/2024,Lease agreement for Studio in NY for 11 months. Condition: Good.
714,11/28/2022,12/14/2022,10/29/2025,Lease agreement for House in TX for 35 months. Condition: Good.
715,3/26/2022,4/18/2022,10/15/2022,Lease agreement for Apartment in FL for 6 months. Condition: Good.
716,2/28/2021,3/9/2021,3/29/2023,Lease agreement for Office in CA for 25 months. Condition: Good.
717,10/27/2024,11/24/2024,2/17/2026,Lease agreement for Apartment in NY for 15 months. Condition: Good.
718,4/12/2024,5/5/2024,10/22/2026,Lease agreement for Apartment in FL for 30 months. Condition: Poor.
719,11/7/2023,11/12/2023,10/7/2024,Lease agreement for Studio in FL for 11 months. Condition: Good.
720,5/30/2023,6/1/2023,12/17/2025,Lease agreement for Villa in NY for 31 months. Condition: Fair.
721,4/16/2022,5/2/2022,12/17/2024,Lease agreement for Villa in FL for 32 months. Condition: Good.
722,3/15/2023,4/12/2023,9/3/2024,Lease agreement for Villa in IL for 17 months. Condition: Poor.
723,10/22/2023,11/3/2023,3/22/2026,Lease agreement for Villa in TX for 29 months. Condition: Good.
724,11/21/2023,12/7/2023,10/22/2026,Lease agreement for House in TX for 35 months. Condition: Fair.
725,8/12/2024,8/15/2024,7/1/2027,Lease agreement for Villa in IL for 35 months. Condition: Good.
726,2/9/2021,2/14/2021,11/6/2022,Lease agreement for Apartment in CA for 21 months. Condition: Poor.
727,10/14/2022,11/12/2022,2/5/2024,Lease agreement for Studio in IL for 15 months. Condition: Good.
728,8/2/2022,8/25/2022,8/20/2023,Lease agreement for Apartment in CA for 12 months. Condition: Good.
729,8/24/2023,9/13/2023,4/30/2026,Lease agreement for House in CA for 32 months. Condition: Good.
730,1/9/2024,1/12/2024,8/4/2025,Lease agreement for Villa in CA for 19 months. Condition: Poor.
731,1/13/2024,1/18/2024,12/13/2024,Lease agreement for Office in NY for 11 months. Condition: Fair.
732,6/26/2024,7/4/2024,4/20/2027,Lease agreement for Studio in NY for 34 months. Condition: Good.
733,5/11/2022,6/3/2022,12/30/2022,Lease agreement for Apartment in IL for 7 months. Condition: Poor.
734,12/27/2024,1/4/2025,6/23/2027,Lease agreement for Office in CA for 30 months. Condition: Fair.
735,6/23/2022,7/10/2022,5/25/2025,Lease agreement for Villa in CA for 35 months. Condition: Good.
736,7/2/2024,7/11/2024,3/28/2027,Lease agreement for Studio in TX for 33 months. Condition: Good.
737,4/26/2021,5/20/2021,10/7/2023,Lease agreement for Apartment in IL for 29 months. Condition: Good.
738,12/17/2023,1/11/2024,4/5/2025,Lease agreement for Villa in TX for 15 months. Condition: Good.
739,4/29/2022,5/2/2022,9/24/2023,Lease agreement for Office in TX for 17 months. Condition: Good.
740,5/22/2024,6/5/2024,8/24/2026,Lease agreement for Office in CA for 27 months. Condition: Fair.
741,7/25/2022,8/5/2022,3/3/2023,Lease agreement for House in NY for 7 months. Condition: Fair.
742,10/23/2021,11/13/2021,1/7/2023,Lease agreement for Apartment in CA for 14 months. Condition: Good.
743,6/19/2024,6/24/2024,4/10/2027,Lease agreement for Villa in IL for 34 months. Condition: Fair.
744,9/30/2022,10/23/2022,3/11/2025,Lease agreement for House in IL for 29 months. Condition: Poor.
745,12/20/2024,12/24/2024,8/11/2027,Lease agreement for Office in IL for 32 months. Condition: Fair.
746,12/16/2024,12/22/2024,2/10/2027,Lease agreement for Apartment in NY for 26 months. Condition: Good.
747,9/30/2024,10/4/2024,9/29/2025,Lease agreement for Villa in NY for 12 months. Condition: Good.
748,11/10/2024,11/15/2024,5/4/2027,Lease agreement for House in FL for 30 months. Condition: Good.
749,10/12/2024,11/5/2024,8/22/2027,Lease agreement for Office in NY for 34 months. Condition: Fair.
750,7/19/2024,8/2/2024,2/18/2027,Lease agreement for House in IL for 31 months. Condition: Fair.
751,2/18/2022,2/28/2022,6/23/2023,Lease agreement for Office in CA for 16 months. Condition: Fair.
752,5/12/2022,6/6/2022,11/28/2023,Lease agreement for Apartment in FL for 18 months. Condition: Fair.
753,11/9/2023,11/17/2023,7/4/2026,Lease agreement for Office in FL for 32 months. Condition: Good.
754,2/18/2024,2/24/2024,1/9/2027,Lease agreement for Studio in IL for 35 months. Condition: Good.
755,1/30/2024,2/10/2024,10/2/2025,Lease agreement for Apartment in IL for 20 months. Condition: Good.
756,7/22/2023,7/24/2023,2/19/2024,Lease agreement for Office in NY for 7 months. Condition: Good.
757,1/31/2023,2/14/2023,7/8/2024,Lease agreement for Studio in NY for 17 months. Condition: Good.
758,2/11/2023,3/2/2023,10/17/2025,Lease agreement for Studio in NY for 32 months. Condition: Good.
759,9/13/2024,10/7/2024,8/3/2025,Lease agreement for Apartment in NY for 10 months. Condition: Good.
760,4/8/2023,4/27/2023,1/11/2026,Lease agreement for Apartment in IL for 33 months. Condition: Good.
761,8/28/2021,9/5/2021,11/29/2022,Lease agreement for Apartment in NY for 15 months. Condition: Good.
762,5/26/2023,6/25/2023,8/13/2025,Lease agreement for Office in CA for 26 months. Condition: Good.
763,6/8/2024,6/14/2024,5/10/2025,Lease agreement for Villa in FL for 11 months. Condition: Fair.
764,8/22/2023,8/23/2023,2/19/2024,Lease agreement for House in NY for 6 months. Condition: Fair.
765,12/24/2022,1/15/2023,3/10/2024,Lease agreement for Office in CA for 14 months. Condition: Good.
766,8/27/2023,8/29/2023,7/19/2025,Lease agreement for Apartment in TX for 23 months. Condition: Good.
767,10/29/2024,10/30/2024,9/25/2025,Lease agreement for Villa in IL for 11 months. Condition: Good.
768,10/9/2024,10/12/2024,7/4/2026,Lease agreement for Studio in TX for 21 months. Condition: Fair.
769,4/17/2020,4/23/2020,7/12/2022,Lease agreement for Office in FL for 27 months. Condition: Good.
770,9/29/2023,10/13/2023,5/5/2025,Lease agreement for House in TX for 19 months. Condition: Fair.
771,12/30/2024,1/1/2025,7/25/2026,Lease agreement for Office in TX for 19 months. Condition: Good.
772,10/3/2023,10/15/2023,12/8/2024,Lease agreement for Studio in NY for 14 months. Condition: Good.
773,10/8/2023,11/1/2023,4/19/2026,Lease agreement for Apartment in TX for 30 months. Condition: Good.
774,6/4/2024,6/18/2024,7/8/2026,Lease agreement for Office in CA for 25 months. Condition: Good.
775,5/5/2024,5/29/2024,3/25/2025,Lease agreement for Apartment in NY for 10 months. Condition: Good.
776,5/1/2023,5/22/2023,7/10/2025,Lease agreement for Office in FL for 26 months. Condition: Good.
777,10/14/2021,10/31/2021,7/28/2022,Lease agreement for Villa in FL for 9 months. Condition: Good.
778,8/13/2022,8/22/2022,12/9/2024,Lease agreement for Apartment in CA for 28 months. Condition: Poor.
779,4/28/2024,5/19/2024,6/8/2026,Lease agreement for House in FL for 25 months. Condition: Fair.
780,6/23/2022,7/7/2022,11/29/2023,Lease agreement for Apartment in IL for 17 months. Condition: Fair.
781,11/1/2024,11/14/2024,9/5/2026,Lease agreement for Villa in IL for 22 months. Condition: Good.
782,11/27/2024,12/8/2024,11/23/2027,Lease agreement for Office in NY for 36 months. Condition: Poor.
783,2/3/2024,2/26/2024,9/18/2025,Lease agreement for Studio in FL for 19 months. Condition: Poor.
784,4/13/2022,4/28/2022,12/24/2022,Lease agreement for Villa in FL for 8 months. Condition: Good.
785,2/15/2021,3/13/2021,5/2/2023,Lease agreement for Studio in CA for 26 months. Condition: Fair.
786,4/28/2024,5/27/2024,2/21/2025,Lease agreement for House in TX for 9 months. Condition: Fair.
787,8/13/2024,8/29/2024,11/17/2026,Lease agreement for Studio in CA for 27 months. Condition: Good.
788,12/8/2021,12/29/2021,11/24/2022,Lease agreement for Office in CA for 11 months. Condition: Fair.
789,4/14/2023,5/7/2023,4/21/2026,Lease agreement for House in FL for 36 months. Condition: Good.
790,2/16/2024,2/28/2024,2/22/2025,Lease agreement for Apartment in CA for 12 months. Condition: Poor.
791,12/23/2023,12/25/2023,9/10/2026,Lease agreement for Office in CA for 33 months. Condition: Fair.
792,10/12/2023,10/17/2023,8/12/2024,Lease agreement for Studio in CA for 10 months. Condition: Fair.
793,1/8/2024,2/1/2024,4/26/2025,Lease agreement for Villa in NY for 15 months. Condition: Fair.
794,9/7/2024,10/4/2024,11/23/2026,Lease agreement for Office in TX for 26 months. Condition: Poor.
795,11/7/2021,12/3/2021,5/21/2024,Lease agreement for Villa in NY for 30 months. Condition: Fair.
796,6/12/2024,7/11/2024,9/29/2026,Lease agreement for Studio in CA for 27 months. Condition: Fair.
797,1/22/2024,2/14/2024,5/9/2025,Lease agreement for Villa in FL for 15 months. Condition: Good.
798,8/5/2023,8/25/2023,2/15/2025,Lease agreement for Studio in IL for 18 months. Condition: Fair.
799,6/11/2024,6/22/2024,12/14/2025,Lease agreement for Villa in TX for 18 months. Condition: Fair.
800,12/12/2022,1/8/2023,4/2/2024,Lease agreement for Villa in TX for 15 months. Condition: Good.
801,5/5/2023,5/30/2023,10/21/2024,Lease agreement for Apartment in TX for 17 months. Condition: Poor.
802,2/4/2022,2/20/2022,9/7/2024,Lease agreement for Apartment in NY for 31 months. Condition: Good.
803,8/19/2023,8/22/2023,4/8/2026,Lease agreement for Office in TX for 32 months. Condition: Poor.
804,6/28/2024,7/3/2024,7/23/2026,Lease agreement for Studio in CA for 25 months. Condition: Fair.
805,3/18/2022,3/31/2022,11/21/2023,Lease agreement for Villa in CA for 20 months. Condition: Good.
806,11/7/2022,11/20/2022,3/14/2024,Lease agreement for House in CA for 16 months. Condition: Good.
807,7/20/2024,8/10/2024,7/26/2027,Lease agreement for Office in TX for 36 months. Condition: Good.
808,7/24/2022,8/21/2022,2/6/2025,Lease agreement for Villa in FL for 30 months. Condition: Poor.
809,10/3/2024,10/29/2024,5/17/2027,Lease agreement for Apartment in TX for 31 months. Condition: Good.
810,1/27/2024,2/26/2024,8/14/2026,Lease agreement for Villa in CA for 30 months. Condition: Poor.
811,5/1/2023,5/21/2023,1/10/2025,Lease agreement for Office in IL for 20 months. Condition: Fair.
812,6/26/2024,7/26/2024,9/14/2026,Lease agreement for Villa in FL for 26 months. Condition: Good.
813,4/11/2023,4/15/2023,4/9/2024,Lease agreement for House in IL for 12 months. Condition: Fair.
814,8/21/2024,9/8/2024,3/2/2026,Lease agreement for Villa in TX for 18 months. Condition: Good.
815,6/20/2023,6/29/2023,12/20/2024,Lease agreement for House in TX for 18 months. Condition: Good.
816,11/28/2023,12/8/2023,10/3/2024,Lease agreement for Studio in FL for 10 months. Condition: Fair.
817,6/2/2024,6/14/2024,11/6/2025,Lease agreement for Villa in IL for 17 months. Condition: Poor.
818,10/8/2023,10/30/2023,10/14/2026,Lease agreement for Studio in NY for 36 months. Condition: Good.
819,11/2/2022,11/25/2022,2/12/2025,Lease agreement for Villa in IL for 27 months. Condition: Good.
820,5/26/2024,6/6/2024,2/26/2026,Lease agreement for House in FL for 21 months. Condition: Fair.
821,11/11/2024,11/20/2024,7/8/2027,Lease agreement for Office in NY for 32 months. Condition: Good.
822,7/24/2023,7/27/2023,3/18/2025,Lease agreement for Apartment in TX for 20 months. Condition: Good.
823,7/21/2023,8/16/2023,4/7/2025,Lease agreement for Studio in IL for 20 months. Condition: Fair.
824,11/19/2024,12/16/2024,9/7/2026,Lease agreement for Apartment in NY for 21 months. Condition: Good.
825,12/26/2022,1/25/2023,1/14/2025,Lease agreement for House in FL for 24 months. Condition: Poor.
826,4/19/2024,5/5/2024,2/19/2027,Lease agreement for House in TX for 34 months. Condition: Fair.
827,2/13/2024,3/6/2024,12/1/2024,Lease agreement for Apartment in TX for 9 months. Condition: Fair.
828,9/18/2024,10/14/2024,4/12/2025,Lease agreement for Office in FL for 6 months. Condition: Good.
829,10/20/2022,11/9/2022,2/2/2024,Lease agreement for House in FL for 15 months. Condition: Fair.
830,8/4/2024,8/5/2024,3/23/2027,Lease agreement for Apartment in TX for 32 months. Condition: Good.
831,12/2/2024,12/13/2024,11/8/2025,Lease agreement for Apartment in IL for 11 months. Condition: Fair.
832,10/5/2023,10/8/2023,7/24/2026,Lease agreement for Studio in NY for 34 months. Condition: Good.
833,7/28/2024,8/17/2024,5/9/2026,Lease agreement for House in IL for 21 months. Condition: Good.
834,2/6/2023,3/7/2023,7/29/2024,Lease agreement for House in FL for 17 months. Condition: Good.
835,9/23/2024,10/20/2024,5/8/2027,Lease agreement for Office in NY for 31 months. Condition: Fair.
836,10/5/2024,11/1/2024,6/24/2026,Lease agreement for Studio in FL for 20 months. Condition: Fair.
837,7/3/2024,7/31/2024,8/25/2025,Lease agreement for Studio in TX for 13 months. Condition: Good.
